City,Electric_Vehicle_Count,Count_Normalized,Cluster
Dupont,233,0.006589785831960461,0
Duvall,720,0.02042265522922229,0
Eagle River,1,0.0,0
East Brunswick,1,0.0,0
East Haven,1,0.0,0
East Wenatchee,369,0.010452763733454525,0
Easton,24,0.0006532977333409078,0
Eastsound,326,0.009231381014599783,0
Eatonville,152,0.004289041640629438,0
Edgewater,1,0.0,0
Edgewood,335,0.009487019258081009,0
Edmonds,2281,0.06476168834857694,3
Edwall,4,8.521274782707493e-05,0
Edwards,1,0.0,0
Egg Harbor Township,1,0.0,0
El Cajon,2,2.8404249275691642e-05,0
El Paso,4,8.521274782707493e-05,0
Elbe,5,0.00011361699710276657,0
Electric City,6,0.00014202124637845823,0
Elizabethtown,1,0.0,0
Elk,35,0.0009657444753735158,0
Ellensburg,356,0.010083508492870534,0
Ellicott City,1,0.0,0
Elma,82,0.002300744191331023,0
Elmer City,2,2.8404249275691642e-05,0
Eltopia,6,0.00014202124637845823,0
Encinitas,1,0.0,0
Endicott,3,5.680849855138329e-05,0
Englewood,2,2.8404249275691642e-05,0
Enid,1,0.0,0
Entiat,32,0.0008805317275464409,0
Enumclaw,419,0.011872976197239107,0
Ephrata,106,0.0029824461739476225,0
Ethel,11,0.0002840424927569164,0
Evans,9,0.00022723399420553316,0
Evans Mills,1,0.0,0
Everett,3282,0.09319434187354428,3
Everson,103,0.002897233426120547,0
Ewa Beach,1,0.0,0
Fairchild Air Force Base,19,0.0005112764869624495,0
Fairfax,1,0.0,0
Fairfield,1,0.0,0
Fall City,265,0.007498721808782594,0
Fallon,1,0.0,0
Falls Church,1,0.0,0
Farmington,1,0.0,0
Fayetteville,1,0.0,0
Federal Way,1900,0.053939669374538424,3
Ferndale,463,0.013122763165369538,0
Fife,219,0.006192126342100778,0
Fircrest,183,0.005169573368175879,0
Folsom,1,0.0,0
Ford,5,0.00011361699710276657,0
Forks,21,0.0005680849855138328,0
Fort Belvoir,2,2.8404249275691642e-05,0
Fort Benning,2,2.8404249275691642e-05,0
Fort Bragg,4,8.521274782707493e-05,0
Fort George G Meade,2,2.8404249275691642e-05,0
Fort Irwin,2,2.8404249275691642e-05,0
Fort Knox,1,0.0,0
Fort Leavenworth,3,5.680849855138329e-05,0
Fort Lee,2,2.8404249275691642e-05,0
Fort Washington,1,0.0,0
Fort Wayne,2,2.8404249275691642e-05,0
Fort Worth,1,0.0,0
Fox Island,246,0.006959041072544452,0
Fredericksburg,2,2.8404249275691642e-05,0
Freeland,227,0.006419360336306312,0
Fremont,1,0.0,0
Fresno,1,0.0,0
Friday Harbor,488,0.01383286939726183,0
Frisco,1,0.0,0
Gaithersburg,1,0.0,0
Gales Ferry,1,0.0,0
Galvin,1,0.0,0
Gambrills,1,0.0,0
Gardena,1,0.0,0
Gardiner,1,0.0,0
Garfield,5,0.00011361699710276657,0
Germantown,1,0.0,0
Gifford,2,2.8404249275691642e-05,0
Gig Harbor,2385,0.06771573027324887,3
Glacier,19,0.0005112764869624495,0
Gladstone,1,0.0,0
Glen Head,1,0.0,0
Glenoma,8,0.0001988297449298415,0
Glenwood,1,0.0,0
Gold Bar,82,0.002300744191331023,0
Goldendale,40,0.001107765721751974,0
Goshen,1,0.0,0
Graham,450,0.012753507924785547,0
Grand Coulee,8,0.0001988297449298415,0
Grandview,49,0.001363403965233199,0
Granger,8,0.0001988297449298415,0
Granite Falls,181,0.005112764869624496,0
Grapeview,74,0.0020735101971254897,0
Grayland,11,0.0002840424927569164,0
Grays River,3,5.680849855138329e-05,0
Green Bay,1,0.0,0
Green Ridge,1,0.0,0
Greenacres,192,0.005425211611657104,0
Greenbank,95,0.0026699994319150143,0
Greene,1,0.0,0
Greenfield Center,1,0.0,0
Groton,1,0.0,0
Gunpowder,1,0.0,0
Hamilton,2,2.8404249275691642e-05,0
Hampden,1,0.0,0
Hanahan,1,0.0,0
Hanford,2,2.8404249275691642e-05,0
Hanover,1,0.0,0
Hanscom Afb,2,2.8404249275691642e-05,0
Hansville,84,0.002357552689882406,0
Harrah,1,0.0,0
Harrington,3,5.680849855138329e-05,0
Harrison,1,0.0,0
Hartline,1,0.0,0
Hatton,1,0.0,0
Healdsburg,1,0.0,0
Henderson,1,0.0,0
Hialeah,1,0.0,0
Highland Park,1,0.0,0
Holden Village,2,2.8404249275691642e-05,0
Holloman Air Force Base,1,0.0,0
Holly Springs,1,0.0,0
Honolulu,1,0.0,0
Hoodsport,61,0.0017042549565414987,0
Hopkins,1,0.0,0
Hoquiam,68,0.0019030847014713402,0
Houston,3,5.680849855138329e-05,0
Hudson,1,0.0,0
Hughesville,1,0.0,0
Hunters,2,2.8404249275691642e-05,0
Hunts Point,63,0.001761063455092882,0
Husum,22,0.0005964892347895245,0
Ilwaco,18,0.00048287223768675794,0
Inchelium,2,2.8404249275691642e-05,0
Incorporated,3,5.680849855138329e-05,0
Index,6,0.00014202124637845823,0
Indianola,68,0.0019030847014713402,0
Ione,3,5.680849855138329e-05,0
Issaquah,3268,0.09279668238368459,3
Jacksonville,1,0.0,0
Jbsa Ft Sam Houston,2,2.8404249275691642e-05,0
Joint Base Lewis Mcchord,147,0.00414702039425098,0
Joint Base Mdl,1,0.0,0
Junction City,1,0.0,0
Kailua,1,0.0,0
Kalama,148,0.004175424643526672,0
Kapowsin,6,0.00014202124637845823,0
Kekaha,1,0.0,0
Kelso,232,0.00656138158268477,0
Kenmore,1272,0.03610180082940408,0
Kennewick,1139,0.032324035675737085,0
Kent,3743,0.10628870078963812,3
Kettle Falls,32,0.0008805317275464409,0
Keyport,12,0.00031244674203260807,0
Kihei,1,0.0,0
Killeen,1,0.0,0
Kingston,332,0.009401806510253933,0
Kirkland,6358,0.18056581264557175,2
Kittitas,10,0.00025563824348122475,0
Klickitat,2,2.8404249275691642e-05,0
La Center,238,0.00673180707833892,0
La Conner,113,0.0031812759188774636,0
La Mesa,1,0.0,0
Lacey,1216,0.03451116286996534,0
Lacrosse,1,0.0,0
Ladera Ranch,1,0.0,0
Lafayette,1,0.0,0
Lake Forest,1,0.0,0
Lake Forest Park,785,0.022268931432142244,0
Lake Stevens,1850,0.052519456910753846,3
Lake Tapps,428,0.012128614440720331,0
Lakebay,117,0.0032948929159802303,0
Lakeview,2,2.8404249275691642e-05,0
Lakewood,989,0.02806339828438334,0
Lamont,1,0.0,0
Lancaster,1,0.0,0
Langley,305,0.00863489177981026,0
Las Cruces,1,0.0,0
Las Vegas,2,2.8404249275691642e-05,0
Latah,3,5.680849855138329e-05,0
League City,1,0.0,0
Leander,1,0.0,0
Leavenworth,303,0.008578083281258876,0
Lebam,3,5.680849855138329e-05,0
Lehigh Valley,1,0.0,0
Lemoore,1,0.0,0
Lexington Park,3,5.680849855138329e-05,0
Liberty Lake,303,0.008578083281258876,0
Libertyville,2,2.8404249275691642e-05,0
Lilliwaup,11,0.0002840424927569164,0
Lincoln,4,8.521274782707493e-05,0
Lind,1,0.0,0
Lisle,2,2.8404249275691642e-05,0
Little Elm,1,0.0,0
Little Rock,1,0.0,0
Lompoc,1,0.0,0
Long Beach,57,0.001590637959438732,0
Longbranch,26,0.000710106231892291,0
Longview,415,0.01175935920013634,0
Loon Lake,21,0.0005680849855138328,0
Lopez Is,2,2.8404249275691642e-05,0
Lopez Island,153,0.00431744588990513,0
Los Angeles,5,0.00011361699710276657,0
Louisville,1,0.0,0
Lummi Island,50,0.0013918082145088905,0
Lyle,25,0.0006817019826165994,0
Lyman,2,2.8404249275691642e-05,0
Lynden,307,0.008691700278361643,0
Lynnwood,3508,0.0996137022098506,3
Mabton,10,0.00025563824348122475,0
Madison,3,5.680849855138329e-05,0
Maitland,1,0.0,0
Malaga,30,0.0008237232289950576,0
Malden,1,0.0,0
Manassas,3,5.680849855138329e-05,0
Mansfield,4,8.521274782707493e-05,0
Manson,94,0.0026415951826393226,0
Maple Falls,40,0.001107765721751974,0
Maple Valley,1919,0.05447935011077657,3
Marblemount,1,0.0,0
Maricopa,1,0.0,0
Marina,1,0.0,0
Marlin,2,2.8404249275691642e-05,0
Martha Lake,1,0.0,0
Martinez,1,0.0,0
Maryhill,1,0.0,0
Marysville,1702,0.04831562801795148,3
Mattawa,37,0.0010225529739248992,0
Mazama,25,0.0006817019826165994,0
Mc Lean,1,0.0,0
McCleary,2,2.8404249275691642e-05,0
Mccleary,49,0.001363403965233199,0
Mead,96,0.002698403681190706,0
Mechanicsburg,1,0.0,0
Medical Lake,76,0.002130318695676873,0
Medina,370,0.010481167982730216,0
Melbourne,1,0.0,0
Melissa,1,0.0,0
Memphis,1,0.0,0
Menifee,1,0.0,0
Menlo,12,0.00031244674203260807,0
Mercer Island,2723,0.07731636652843264,3
Merrifield,1,0.0,0
Mesa,9,0.00022723399420553316,0
Metaline,1,0.0,0
Methow,4,8.521274782707493e-05,0
Mica,4,8.521274782707493e-05,0
Middletown,4,8.521274782707493e-05,0
Midway City,1,0.0,0
Mill Creek,875,0.024825313866954492,0
Mill Valley,1,0.0,0
Milton,130,0.0036641481565642215,0
Mineral,12,0.00031244674203260807,0
Minneapolis,1,0.0,0
Moclips,7,0.00017042549565414987,0
Monroe,994,0.028205419530761798,0
Montclair,1,0.0,0
Monterey,1,0.0,0
Montesano,102,0.002868829176844856,0
Montgomery,2,2.8404249275691642e-05,0
Monument,1,0.0,0
Moorpark,1,0.0,0
Morrisville,1,0.0,0
Morton,19,0.0005112764869624495,0
Moses Lake,424,0.012014997443617566,0
Mossyrock,35,0.0009657444753735158,0
Mount Vernon,817,0.023177867408964378,0
Mountlake Terrace,578,0.016389251832074077,0
Moxee,43,0.001192978469579049,0
Moyock,1,0.0,0
Mukilteo,951,0.02698403681190706,0
Murdock,4,8.521274782707493e-05,0
Myrtle Beach,1,0.0,0
Mystic,1,0.0,0
Naches,33,0.0009089359768221326,0
Nahcotta,6,0.00014202124637845823,0
Napavine,11,0.0002840424927569164,0
Naselle,22,0.0005964892347895245,0
Neah Bay,10,0.00025563824348122475,0
Nespelem,1,0.0,0
New York,1,0.0,0
Newcastle,1118,0.031727546440947565,0
Newman Lake,53,0.0014770209623359656,0
Newport,52,0.0014486167130602738,0
Niceville,1,0.0,0
Nine Mile Falls,136,0.0038345736522183717,0
Nooksack,14,0.00036925524058399134,0
Nordland,52,0.0014486167130602738,0
Norfolk,1,0.0,0
Normandy Park,303,0.008578083281258876,0
North Bend,859,0.024370845878543428,0
North Bonneville,17,0.0004544679884110663,0
North Chesterfield,1,0.0,0
North Cove,10,0.00025563824348122475,0
North Dartmouth,1,0.0,0
North Las Vegas,1,0.0,0
Northport,1,0.0,0
O Fallon,1,0.0,0
Oak Harbor,607,0.017212975061069134,0
Oakesdale,5,0.00011361699710276657,0
Oakville,28,0.0007669147304436743,0
Ocean Park,43,0.001192978469579049,0
Ocean Shores,167,0.004715105379764813,0
Ocean Springs,1,0.0,0
Oceanside,4,8.521274782707493e-05,0
Odenton,2,2.8404249275691642e-05,0
Odessa,9,0.00022723399420553316,0
Ogdensburg,1,0.0,0
Okanogan,6,0.00014202124637845823,0
Okatie,1,0.0,0
Olalla,122,0.0034369141623586887,0
Old Lyme,1,0.0,0
Olga,47,0.0013065954666818156,0
Olympia,5279,0.14991762767710048,2
Omaha,2,2.8404249275691642e-05,0
Omak,26,0.000710106231892291,0
Onalaska,41,0.0011361699710276659,0
Orcas,3,5.680849855138329e-05,0
Orcas Is,15,0.00039765948985968295,0
Orient,1,0.0,0
Orondo,68,0.0019030847014713402,0
Oroville,26,0.000710106231892291,0
Orting,193,0.005453615860932796,0
Othello,64,0.0017894677043685735,0
Otis Orchards,52,0.0014486167130602738,0
Outlook,12,0.00031244674203260807,0
Oysterville,8,0.0001988297449298415,0
Ozark,1,0.0,0
Pacific,96,0.002698403681190706,0
Pacific Beach,29,0.000795318979719366,0
Pacific Grove,1,0.0,0
Pacifica,1,0.0,0
Packwood,27,0.0007385104811679827,0
Palisades,3,5.680849855138329e-05,0
Palo Alto,1,0.0,0
Palouse,27,0.0007385104811679827,0
Parker,2,2.8404249275691642e-05,0
Parkland,127,0.0035789354087371467,0
Pasc,3,5.680849855138329e-05,0
Pasco,767,0.021757654945179797,0
Pateros,9,0.00022723399420553316,0
Paterson,1,0.0,0
Pe Ell,3,5.680849855138329e-05,0
Pensacola,1,0.0,0
Peoria,1,0.0,0
Peshastin,27,0.0007385104811679827,0
Philadelphia,1,0.0,0
Phoenix,1,0.0,0
Pike Road,1,0.0,0
Pittsboro,1,0.0,0
Pittsburg,1,0.0,0
Pittsburgh,2,2.8404249275691642e-05,0
Plano,1,0.0,0
Plymouth,1,0.0,0
Point Roberts,72,0.0020167016985741066,0
Pomeroy,3,5.680849855138329e-05,0
Port Angeles,566,0.016048400840765777,0
Port Gamble,3,5.680849855138329e-05,0
Port Hadlock,56,0.0015622337101630405,0
Port Hueneme,2,2.8404249275691642e-05,0
Port Ludlow,199,0.0056240413565869455,0
Port Orange,1,0.0,0
Port Orchard,1387,0.03936828949610861,3
Port Townsend,732,0.020763506220530588,0
Portland,2,2.8404249275691642e-05,0
Portsmouth,2,2.8404249275691642e-05,0
Post Falls,1,0.0,0
Potomac,1,0.0,0
Poulsbo,909,0.02579105834232801,0
Pouslbo,3,5.680849855138329e-05,0
Prairie Ridge,1,0.0,0
Prattville,2,2.8404249275691642e-05,0
Prescott,2,2.8404249275691642e-05,0
Preston,40,0.001107765721751974,0
Princeton,1,0.0,0
Pros,1,0.0,0
Prosser,88,0.002471169686985173,0
Providence,1,0.0,0
Pullman,335,0.009487019258081009,0
Puyallup,1761,0.04999147872521729,3
Quilcene,55,0.0015338294608873487,0
Quinault,2,2.8404249275691642e-05,0
Quincy,129,0.00363574390728853,0
Raeford,1,0.0,0
Rainier,75,0.0021019144464011815,0
Raleigh,3,5.680849855138329e-05,0
Randle,6,0.00014202124637845823,0
Rathdrum,1,0.0,0
Ravensdale,117,0.0032948929159802303,0
Raymond,38,0.0010509572232005908,0
Reardan,10,0.00025563824348122475,0
Redmond,7727,0.21945122990399363,2
Redwood City,1,0.0,0
Reno,1,0.0,0
Renton,6382,0.18124751462818836,2
Republic,11,0.0002840424927569164,0
Reston,1,0.0,0
Rice,4,8.521274782707493e-05,0
Rich,1,0.0,0
Richland,1183,0.03357382264386752,0
Richmond,1,0.0,0
Ridgecrest,1,0.0,0
Ridgefield,1170,0.03320456740328353,0
Rineyville,1,0.0,0
Ritzville,24,0.0006532977333409078,0
Riverside,6,0.00014202124637845823,0
Rochester,147,0.00414702039425098,0
Rock Island,18,0.00048287223768675794,0
Rockford,5,0.00011361699710276657,0
Rockport,2,2.8404249275691642e-05,0
Ronald,53,0.0014770209623359656,0
Roosevelt,1,0.0,0
Rosalia,11,0.0002840424927569164,0
Rosburg,3,5.680849855138329e-05,0
Roseville,3,5.680849855138329e-05,0
Roslyn,29,0.000795318979719366,0
Roy,161,0.004544679884110663,0
Royal City,27,0.0007385104811679827,0
Ruston,34,0.0009373402260978242,0
Ryderwood,2,2.8404249275691642e-05,0
Sacramento,1,0.0,0
Saint Jacob,1,0.0,0
Saint Louis,1,0.0,0
Saint Robert,1,0.0,0
Salem,4,8.521274782707493e-05,0
Salkum,5,0.00011361699710276657,0
Sammamish,6233,0.17701528148611032,2
San Angelo,1,0.0,0
San Antonio,4,8.521274782707493e-05,0
San Clemente,1,0.0,0
San Diego,17,0.0004544679884110663,0
San Francisco,2,2.8404249275691642e-05,0
San Jose,4,8.521274782707493e-05,0
San Luis Obispo,1,0.0,0
San Rafael,1,0.0,0
Sanford,1,0.0,0
Santa Clara,1,0.0,0
Santa Rosa,1,0.0,0
Sarasota,1,0.0,0
Saratoga Springs,1,0.0,0
Satsop,1,0.0,0
Scottsdale,3,5.680849855138329e-05,0
Seabeck,116,0.003266488666704539,0
Seaside,3,5.680849855138329e-05,0
Seatac,1240,0.03519286485258194,0
Seattle,35207,1.0,1
Seaview,8,0.0001988297449298415,0
Sedro Woolley,65,0.001817871953644265,0
Sedro-Woolley,236,0.006674998579787536,0
Sekiu,6,0.00014202124637845823,0
Selah,124,0.0034937226609100718,0
Sequim,719,0.0203942509799466,0
Seven Bays,3,5.680849855138329e-05,0
Shaw Island,16,0.0004260637391353746,0
Shelton,507,0.014372550133499971,0
Sherwood,1,0.0,0
Shoreline,2391,0.06788615576890303,3
Silver Creek,10,0.00025563824348122475,0
Silver Lake,1,0.0,0
Silver Spring,2,2.8404249275691642e-05,0
Silverdale,450,0.012753507924785547,0
Silverlake,30,0.0008237232289950576,0
Skamokawa,7,0.00017042549565414987,0
Skokie,1,0.0,0
Skykomish,9,0.00022723399420553316,0
Smith Creek,1,0.0,0
Smiths Station,1,0.0,0
Snohomish,2511,0.07129466568198602,3
Snoqualmie,1069,0.03033573822643867,0
Snoqualmie Pass,39,0.0010793614724762825,0
Snowden,17,0.0004544679884110663,0
Soap Lake,27,0.0007385104811679827,0
South Bend,9,0.00022723399420553316,0
South Cle Elum,4,8.521274782707493e-05,0
South Hill,717,0.020337442481395216,0
South Prairie,3,5.680849855138329e-05,0
South Salt Lake,1,0.0,0
Southlake,1,0.0,0
Spanaway,538,0.015253081861046413,0
Spangle,14,0.00036925524058399134,0
Sparks,2,2.8404249275691642e-05,0
Spokane,3607,0.10242572288814406,3
Spokane Valley,976,0.02769414304379935,0
Sprague,4,8.521274782707493e-05,0
Spring Lake,2,2.8404249275691642e-05,0
Springdale,4,8.521274782707493e-05,0
Springfield,9,0.00022723399420553316,0
St John,2,2.8404249275691642e-05,0
Stafford,1,0.0,0
Stanhope,1,0.0,0
Stanwood,552,0.015650741350906095,0
Startup,1,0.0,0
Steilacoom,184,0.005197977617451571,0
Stevenson,59,0.0016474464579901153,0
Stratford,1,0.0,0
Streamwood,1,0.0,0
Suffolk,1,0.0,0
Sultan,250,0.007072658069647219,0
Sumas,19,0.0005112764869624495,0
Summerville,1,0.0,0
Sumner,250,0.007072658069647219,0
Sunnyside,79,0.002215531443503948,0
Sunnyvale,1,0.0,0
Suquamish,77,0.0021587229449525646,0
Surfside,32,0.0008805317275464409,0
Suwanee,1,0.0,0
Tacoma,4721,0.13406805658126456,3
Taholah,7,0.00017042549565414987,0
Tahuya,35,0.0009657444753735158,0
Tampa,3,5.680849855138329e-05,0
Tekoa,4,8.521274782707493e-05,0
Tenino,117,0.0032948929159802303,0
The Dalles,1,0.0,0
Thorp,8,0.0001988297449298415,0
Tieton,16,0.0004260637391353746,0
Timnath,1,0.0,0
Toano,1,0.0,0
Tokeland,2,2.8404249275691642e-05,0
Toledo,44,0.0012213827188547407,0
Tonasket,24,0.0006532977333409078,0
Tooele,1,0.0,0
Topanga,1,0.0,0
Toppenish,21,0.0005680849855138328,0
Torrance,1,0.0,0
Touchet,10,0.00025563824348122475,0
Toutle,6,0.00014202124637845823,0
Townsend,1,0.0,0
Trabuco Canyon,1,0.0,0
Travis Afb,2,2.8404249275691642e-05,0
Trout Lake,35,0.0009657444753735158,0
Tucson,1,0.0,0
Tukwila,3222,0.09149008691700278,3
Tulalip,4,8.521274782707493e-05,0
Tumtum,1,0.0,0
Tumwater,827,0.023461909901721294,0
Twisp,58,0.0016190422087144238,0
Underwood,38,0.0010509572232005908,0
Union,59,0.0016474464579901153,0
Union Gap,13,0.0003408509913082997,0
Uniontown,5,0.00011361699710276657,0
University Place,865,0.02454127137419758,0
Upper Marlboro,2,2.8404249275691642e-05,0
Usk,2,2.8404249275691642e-05,0
Vacaville,2,2.8404249275691642e-05,0
Vader,10,0.00025563824348122475,0
Valley,9,0.00022723399420553316,0
Valleyford,25,0.0006817019826165994,0
Vancouver,7935,0.22535931375333748,2
Vantage,2,2.8404249275691642e-05,0
Vashon,743,0.021075952962563198,0
Vass,1,0.0,0
Vaughn,29,0.000795318979719366,0
Ventura,1,0.0,0
Veradale,81,0.0022723399420553313,0
Vienna,3,5.680849855138329e-05,0
Virginia Beach,7,0.00017042549565414987,0
Wahkiacus,3,5.680849855138329e-05,0
Waitsburg,11,0.0002840424927569164,0
Waldorf,2,2.8404249275691642e-05,0
Waldron,3,5.680849855138329e-05,0
Walla Walla,446,0.01263989092768278,0
Walla Walla Co,3,5.680849855138329e-05,0
Wapato,23,0.0006248934840652161,0
Warden,14,0.00036925524058399134,0
Warner Robins,1,0.0,0
Warren,4,8.521274782707493e-05,0
Washington,4,8.521274782707493e-05,0
Washougal,717,0.020337442481395216,0
Washtucna,1,0.0,0
Waterford,1,0.0,0
Watertown,2,2.8404249275691642e-05,0
Waterville,7,0.00017042549565414987,0
Waverly,1,0.0,0
Waynesville,1,0.0,0
Wellpinit,2,2.8404249275691642e-05,0
Wenatchee,548,0.015537124353803328,0
West Chicago,1,0.0,0
West Richland,296,0.008379253536329035,0
Westlake,1,0.0,0
Westminster,1,0.0,0
Westport,34,0.0009373402260978242,0
White Salmon,193,0.005453615860932796,0
White Swan,1,0.0,0
Wilbur,7,0.00017042549565414987,0
Wildomar,1,0.0,0
Wilkeson,5,0.00011361699710276657,0
Willapa,2,2.8404249275691642e-05,0
Williamsburg,1,0.0,0
Winchester,1,0.0,0
Winlock,79,0.002215531443503948,0
Winter Park,1,0.0,0
Winthrop,119,0.003351701414531614,0
Wishram,1,0.0,0
Woodbine,1,0.0,0
Woodinville,2786,0.07910583423280122,3
Woodland,235,0.006646594330511845,0
Woodway,107,0.003010850423223314,0
Worley,1,0.0,0
Wrch,1,0.0,0
Yacolt,65,0.001817871953644265,0
